Road,Progress_m,RelativeElevation_m,LocalTurning_K_deg,LocalSlopeVariation_G_deg,Dstar_m,ValidForCorrelation,IsAdaptiveWaypoint,RoadEndWindowClass
A,496.683855304667,46.4508637425549,NaN,NaN,4.0062188945044,0,0,RoadEndExcluded
A,498.687588213217,46.5587211043743,NaN,NaN,4.00570564300131,0,0,RoadEndExcluded
A,500.690074199172,46.6675060058928,NaN,NaN,2.00321965704705,0,0,RoadEndExcluded
A,502.693293856219,46.77764161672,NaN,NaN,0,0,0,RoadEndExcluded
B,0,34.5146163708974,4.20398579954073,0.36803902258905,3.98978970662398,1,1,FullD0Window
B,1.9914529913369,34.3521314665834,4.38062430094879,0.285066666131634,6.01256369719968,1,0,FullD0Window
B,3.98978970662398,34.1825603460526,3.90500167665977,0.117584296904076,6.02788884437724,1,1,FullD0Window
B,5.99445479816499,34.0064442417353,3.44215473767222,0.0673975274049051,6.03985529048427,1,0,FullD0Window
B,8.00401668853658,33.831739553861,2.99025294966241,0.0423499904206231,6.04863585535437,1,0,FullD0Window
B,10.0176785510012,33.6568932766539,2.54735526689376,0.0401565393436627,6.05365474617753,1,1,FullD0Window
